Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Battery, Sprawl, and Capsule Housing, Hanley Site)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink and crayon on selectively abraded gelatin silver prints, mounted on board","6 3/8 x 16 7/8"" (16.2 x 42.9 cm)",Gift of The Howard Gilman Foundation,1239.2000,Architecture,Architecture & Design,2000-10-31,Y,850,http://www.moma.org/collection/works/850,http://www.moma.org/media/W1siZiIsIjExNjQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bf74510012a1ed14,,,,16.1925,,,42.8626,,
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Pitts Hill, North Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink, color pencil, and graphite on tracing paper, with self-adhesive paper dot","8 3/4 x 17 1/2"" (22.2 x 44.5 cm)",Gift of The Howard Gilman Foundation,1240.2000,Architecture,Architecture & Design,2000-10-31,Y,851,http://www.moma.org/collection/works/851,http://www.moma.org/media/W1siZiIsIjExNjQ4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5011034352fc378d,,,,22.225,,,44.4501,,
"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Madeley Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and ink stamp on tracing paper,"24 x 34"" (61 x 86.4 cm)",Gift of The Howard Gilman Foundation,1241.2000,Architecture,Architecture & Design,2000-10-31,Y,852,http://www.moma.org/collection/works/852,http://www.moma.org/media/W1siZiIsIjExNjUwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8b1440ca72defbdb,,3.8,,76.8,,,101.6,,
"Potteries Thinkbelt Project, Staffordshire, England (Sketches of Pitts Hill, Early Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink, color ink, and color pencil on tracing paper","19 5/8 x 29 7/8"" (49.8 x 75.9 cm)",Gift of The Howard Gilman Foundation,1242.2000,Architecture,Architecture & Design,2000-10-31,Y,853,http://www.moma.org/collection/works/853,http://www.moma.org/media/W1siZiIsIjExNjUzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e85782217439a232,,3.8,,66.7,,,92.7,,
"Potteries Thinkbelt Project, Staffordshire, England (Plan of Desire Lines-Physical and Mental Exchange)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and ink stamp on diazotype,"23 3/4 x 33 1/8"" (60.3 x 84.1 cm)",Gift of The Howard Gilman Foundation,1243.2000,Architecture,Architecture & Design,2000-10-31,Y,854,http://www.moma.org/collection/works/854,http://www.moma.org/media/W1siZiIsIjExNjU1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d45acbcfc2b54ca8,,,,60.3251,,,84.1377,,
"Perspective of Battery, Crate, and Capsule Housing, Longton Site",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and graphite on gelatin silver print,"6 5/8 x 29 5/8"" (16.8 x 75.2 cm)",Gift of The Howard Gilman Foundation,1244.2000,Architecture,Architecture & Design,2000-10-31,Y,855,http://www.moma.org/collection/works/855,http://www.moma.org/media/W1siZiIsIjExNjYwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ddea9c252c6db839,,3.8,,34.9,,,91.8,,
"Potteries Thinkbelt Project, Staffordshire, England (Axonometric of Pitts Hill, Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,Ink and graphite with ink stamp and self-adhesive paper dot,"24 5/8 x 34 1/4"" (62.5 x 87 cm)",Gift of The Howard Gilman Foundation,1245.2000,Architecture,Architecture & Design,2000-10-31,Y,856,http://www.moma.org/collection/works/856,http://www.moma.org/media/W1siZiIsIjExNjYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3405486ac2c7b299,,3.8,,76.8,,,101.6,,
"Generator Project, White Oak, Florida (Selection of Design Thoughts Used as Reminders within Office D)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978–1980,"All media on heavy weight paper
.a: ink and graphite
.b: ink and color ink, and graphite
.c: ink and color ink
.d-.e: ink
.f-.g: ink and color ink and graphite
.h: ink and color ink
.i: ink","Each: 4 7/8 x 3"" (12.4 x 7.6 cm)",Gift of The Howard Gilman Foundation,1246.2000.a-i,Architecture,Architecture & Design,,Y,857,http://www.moma.org/collection/works/857,http://www.moma.org/media/W1siZiIsIjYyNzAxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f72bd24ce306d496,,,,12.4,,,7.6,,
"Generator Project, White Oak, Florida, Perspectives and sketches",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978–1980,".a, .c and .d: ink on paper
.b: ink on paper mounted on board",".a-.c: 3 5/8 x 5 5/8"" (9.2 x 14.3 cm)
.d: 4 x 6"" (10.2 x 15.2 cm)",Gift of The Howard Gilman Foundation,1247.2000.a-d,Architecture,Architecture & Design,,Y,858,http://www.moma.org/collection/works/858,http://www.moma.org/media/W1siZiIsIjYyNzAyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=968e707d07e762b6,,,,9.2,,,14.3,,
"Generator Project, White Oak, Florida (Perpsective sketch, ""Spanning the Stepping Stones"")",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Ink, crayon, and graphite on paper","5 x 8 1/4"" (12.7 x 21 cm)",Gift of The Howard Gilman Foundation,1248.2000,Architecture,Architecture & Design,,Y,859,http://www.moma.org/collection/works/859,http://www.moma.org/media/W1siZiIsIjYyNjgwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f962b9376636c03e,,2.6,,16.2,,,23.9,,
"Generator Project, White Oak, Florida, What's this? - a mushroom?, Perspective sketch",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1979,"Ink, gouache, and crayon on paper","8 1/4 x 6 3/8"" (21 x 16.2 cm)",Gift of The Howard Gilman Foundation,1249.2000,Architecture,Architecture & Design,,Y,860,http://www.moma.org/collection/works/860,http://www.moma.org/media/W1siZiIsIjYyNjgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=298687daab1876d0,,1.0,,21.9,,,17.2,,
"Generator Project, White Oak, Florida, Plan, elevation, and perspective",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978,Ink and color ink on printed tracing paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of The Howard Gilman Foundation,1250.2000,Architecture,Architecture & Design,,Y,861,http://www.moma.org/collection/works/861,http://www.moma.org/media/W1siZiIsIjYyNjgyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8f950c51d3c050dc,,,,29.8451,,,20.955,,
"Tetrahedron City Project, Yomiuriland, Japan (Aerial perspective)","R. Buckminster Fuller, Shoji Sadao","2030, 8135","(American, 1895–1983) (American, born 1927)",(American) (American),(1895) (1927),(1983) (0),(Male) (Male),c.1968,Cut-and-pasted gelatin silver photograph on gelatin silver photograph with airbrush,"11 x 14"" (27.9 x 35.6 cm)",Gift of the architects,1251.1974,Architecture,Architecture & Design,1974-11-06,Y,863,http://www.moma.org/collection/works/863,http://www.moma.org/media/W1siZiIsIjExNjcwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b0d2a7ef2cdcdb29,,,,27.9,,,35.6,,
"Generator Project, White Oak, Florida, Axonometric sketch",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Ink on paper,"10 x 12 7/8"" (25.4 x 32.7 cm)",Gift of The Howard Gilman Foundation,1252.2000,Architecture,Architecture & Design,,Y,864,http://www.moma.org/collection/works/864,http://www.moma.org/media/W1siZiIsIjYyNjg0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cb6835f1d1086c9f,,,,25.4001,,,32.7026,,
"New York Birdcage-Imaginary Architecture, project, New York City, New York, Perspective from above and plan",Friedrich St. Florian,5580,"(American, born Austria 1932)",(American),(1932),(0),(Male),1968,Colored pencil on architectural photo reproduction,"33 1/2 x 35 1/8"" (85.1 x 89.2 cm)",Philip Johnson Fund,1252.1974,Architecture,Architecture & Design,1974-11-06,Y,865,http://www.moma.org/collection/works/865,http://www.moma.org/media/W1siZiIsIjExNjc0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=64b86af29c459fd5,,,,85.0902,,,89.2177,,
"Imaginary Icicles over the Charles River, Boston, MA",Friedrich St. Florian,5580,"(American, born Austria 1932)",(American),(1932),(0),(Male),1972,Print on acetate,"18 x 13"" (45.7 x 33 cm)",Philip Johnson Fund,1253.1974,Architecture,Architecture & Design,1974-11-06,Y,867,http://www.moma.org/collection/works/867,,,,,45.72,,,33.02,,
"Generator Project, White Oak, Florida, Sketch, ""On St. Mary's River""",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Watercolor and graphite on paper,"6 1/8 x 4"" (15.6 x 10.2 cm)",Gift of The Howard Gilman Foundation,1254.2000,Architecture,Architecture & Design,,Y,868,http://www.moma.org/collection/works/868,http://www.moma.org/media/W1siZiIsIjYyNjg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c69f4f59d3c8a678,,,,15.5575,,,10.16,,
"Supersurface, The Happy Island, project","Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli","5733, 8222, 8220, 8221, 8223, 8224, 8228","(Italian, est. 1966–1982) (Italian, born 1939) (Italian, born 1941) (Italian, born 1935) (Italian, born 1941) (Italian, born 1941) (Italian)",(Italian) (Italian) (Italian) (Italian) (Italian) (Italian) (Italian),(1966) (1939) (1941) (1935) (1941) (1941) (0),(1982) (0) (0) (0) (0) (0) (0),() (Male) (Male) (Male) (Male) (Male) (Male),1971,"Ink, airbrush, graphite, and cut-and-pasted printed paper on paper","19 3/4 x 27 5/8"" (50.2 x 70.2 cm)",Given anonymously,1254.1974,Architecture,Architecture & Design,1974-11-06,Y,869,http://www.moma.org/collection/works/869,http://www.moma.org/media/W1siZiIsIjExNjgxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=56b61261e6eb33f0,,,,50.2,,,70.2,,
"Generator Project, White Oak, Florida (Five Enclosures, Model and Baseboard)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Color electrostatic print mounted on board,"6 3/8 x 9 1/2"" (16.2 x 24.1 cm)",Gift of The Howard Gilman Foundation,1255.2000,Architecture,Architecture & Design,,Y,870,http://www.moma.org/collection/works/870,http://www.moma.org/media/W1siZiIsIjYyNjg3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=30f692e6a5078245,,,,16.2,,,24.1,,
Variations and Interferences of 3 Non-Homogenous Grids in a 32 x 32 cm Square,Lauretta Vinciarelli,6168,"(Italian, 1943–2012)",(Italian),(1943),(2012),(Female),c.1973,Synthetic polymer paint on paper,,Philip Johnson Fund,1255.1974,Architecture,Architecture & Design,1974-11-06,N,871,,,,,,,,,,,
"Generator Project, White Oak, Florida, Full-Scale On-Site Mock-up (with Figure)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Color photograph,"7 x 7"" (17.8 x 17.8 cm)",Gift of The Howard Gilman Foundation,1256.2000,Architecture,Architecture & Design,,Y,872,http://www.moma.org/collection/works/872,http://www.moma.org/media/W1siZiIsIjYyNjg4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=70833503100c61c6,,,,17.78,,,17.78,,
"Generator Project, White Oak, Florida, Perspective",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Ink on paper with ink and color ink on cut-and-pasted paper, mounted on board","8 1/4 x 10 1/2"" (21 x 26.7 cm)",Gift of The Howard Gilman Foundation,1257.2000,Architecture,Architecture & Design,,Y,873,http://www.moma.org/collection/works/873,http://www.moma.org/media/W1siZiIsIjYyNjg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9a0226098c45a67f,,,,20.955,,,26.6701,,
"Generator Project, White Oak, Florida, Computer Chip Containing Complete Generator Program",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Computer chip in synthetic polymer box,"Chip: 5/8 x 1 1/2 x 3/8"" (1.8 x 3.8 x 1.5 cm) 
Box: 1 1/2 x 2 1/4 x 5/8"" (3.8 x 5.7 x 1.8 cm)",Gift of The Howard Gilman Foundation,1258.2000,Architecture,Architecture & Design,,Y,874,http://www.moma.org/collection/works/874,http://www.moma.org/media/W1siZiIsIjIxMjI1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4d0b5985882de140,,1.5,,1.8,,,3.8,,
"Generator Project, White Oak, Florida, Plan and perspective sketches",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,".a: ink and graphite on paper
.b: graphite on paper
.c: graphite and crayon on paper
.d: ink and graphtie on paper
.e: crayon and graphite on paper
.f: graphite on paper","Each: 2 3/8 x 3 5/8"" (6 x 9.2 cm)",Gift of The Howard Gilman Foundation,1259.2000.a-f,Architecture,Architecture & Design,,Y,875,http://www.moma.org/collection/works/875,http://www.moma.org/media/W1siZiIsIjYyNzAzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=acddbc180302a687,,2.5,,19.1,,,35.6,,
"Generator Project, White Oak, Florida, Untitled",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Cut-and-pasted printed papers with ink stamp on self-adhesive label, on paper with ink stamp","11 1/4 x 8 1/4"" (28.6 x 21 cm)",Gift of The Howard Gilman Foundation,1260.2000,Architecture,Architecture & Design,,Y,876,http://www.moma.org/collection/works/876,http://www.moma.org/media/W1siZiIsIjYyNjkxIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=36fa663fc1e19a0a,,,,28.5751,,,20.955,,
"Generator Project, White Oak, Florida, Sketches",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Mixed media on heavy weight paper
.1: ink
.2: ink
.3: ink and graphite
.4: ink and graphite
.5: ink, crayon and color crayon and graphite
.6: ink","Each: 3 x 5"" (7.6 x 12.7 cm)",Gift of The Howard Gilman Foundation,1262.2000.a-f,Architecture,Architecture & Design,,Y,878,http://www.moma.org/collection/works/878,http://www.moma.org/media/W1siZiIsIjYyNzA0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f4f491f87e8e8f07,,,,7.62,,,12.7,,
"Generator Project, White Oak, Florida, Design Thoughts Used as Reminders within Office B",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1977-1978,".a: ink and color ink on paper
.b: ink and color ink, and crayon on paper
.c: ink and color ink, crayon, and color crayon, and graphite on paper
.d: ink, graphite, crayon and color crayon on paper","Each: 7 x 5"" (17.8 x 12.7 cm)",Gift of The Howard Gilman Foundation,1263.2000.a-d,Architecture,Architecture & Design,2000-10-31,Y,879,http://www.moma.org/collection/works/879,http://www.moma.org/media/W1siZiIsIjIxMjAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=51b5a605127cc072,,,,17.8,,,12.7,,
"Generator Project, White Oak, Florida, Early combined site survey and initial proposals",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,Ink on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of The Howard Gilman Foundation,1264.2000,Architecture,Architecture & Design,,Y,880,http://www.moma.org/collection/works/880,http://www.moma.org/media/W1siZiIsIjYyNjkzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=1f5bed402a053804,,2.6,,30.5,,,22.0,,
"Generator Project, White Oak, Florida, Investigations of casings to the structural frames, Plan, section, and elevation",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-1980,.a-c: Ink and ink stamp on paper mounted on paper,"Each: 3 x 5"" (7.6 x 12.7 cm)",Gift of The Howard Gilman Foundation,1265.2000.a-c,Architecture,Architecture & Design,,Y,881,http://www.moma.org/collection/works/881,http://www.moma.org/media/W1siZiIsIjYyNzA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=003720d8eb982e9c,,,,7.6,,,12.7,,
"Generator Project, White Oak, Florida, Perpsectives and sketches",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1977-1978,".a: graphite, crayon and ink on paper mounted on board
.b: graphite, ink and color ink, and crayon on paper
.c: ink on paper
.d: ink and crayon on paper","Each: 7 x 5"" (17.8 x 12.7 cm)",Gift of The Howard Gilman Foundation,1266.2000.a-d,Architecture,Architecture & Design,,Y,882,http://www.moma.org/collection/works/882,http://www.moma.org/media/W1siZiIsIjYyNzA3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f9a581d1cb8f7c52,,,,17.8,,,12.7,,
"Generator Project, White Oak, Florida, Selections of Design Thoughts Used as Reminders within Office B",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,".a: charcoal and ink on heavy weight paper
.b: ink and graphite on heavy weight paper mounted on board
.c: ink with graphite and color crayon on heavy weight paper
.d: ink and graphite on heavy weight paper
.e: ink and color ink on heavy weight paper
.f: ink on heavy weight paper","Each: 3 x 5"" (7.6 x 12. 7 cm)",Gift of The Howard Gilman Foundation,1267.2000.a-f,Architecture,Architecture & Design,,Y,883,http://www.moma.org/collection/works/883,http://www.moma.org/media/W1siZiIsIjYyNzA4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=2997b9aae265b1f0,,,,7.6,,,12.7,,
"Generator Project, White Oak, Florida, Selection of Design Thoughts Used within the Office, C",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,".a: ink on paper mounted on board
.b: ink and color ink, and graphite on paper
.c: ink on paper mounted on board
.d: ink and graphite on paper
.e: ink, crayon, and graphite on paper
.f: ink on paper
.g: ink and graphite on paper
.h: ink, graphite and color crayon on paper","Each: 3 x 5"" (7.6 x 12.7 cm)",Gift of The Howard Gilman Foundation,1268.2000.a-h,Architecture,Architecture & Design,,Y,884,http://www.moma.org/collection/works/884,http://www.moma.org/media/W1siZiIsIjYyNzA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=16b240d914f778b3,,,,7.6,,,12.7,,
"Generator Project, White Oak, Florida, Activity Compatability Graph",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Ink and crayon on printed tracing paper, with ink stamp","11 5/8 x 8 1/4"" (29.5 x 21 cm)",Gift of The Howard Gilman Foundation,1269.2000,Architecture,Architecture & Design,,Y,885,http://www.moma.org/collection/works/885,http://www.moma.org/media/W1siZiIsIjYyNjk0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6822d38fcd41b250,,,,29.5276,,,20.955,,
"Generator Project, White Oak, Florida, Site and Size Comparison",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,"Cut-and pasted printed paper with crayon, ink, graphite, and color ink stamp on printed color paper, with ink stamp and ink","Each: 11 3/4 x 8 1/4"" (29.9 x 21 cm)",Gift of The Howard Gilman Foundation,1270.2000.a-b,Architecture,Architecture & Design,,Y,886,http://www.moma.org/collection/works/886,http://www.moma.org/media/W1siZiIsIjYyNzEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fdd23060c20548a1,,,,29.9,,,21.0,,
"Generator Project, White Oak, Florida, Sketches",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-1980,".a, .e: ink on paper
.b, .c and .d: ink on paper mounted on card
.f: graphite and color crayon on paper",".a-.b: 6 x 4"" (15.2 x 10.2 cm)
.c-.d: 5 x 3"" (12.7 x 7.6 cm)
.e-.f: 6 x 4"" (15.2 x 10.2 cm)",Gift of The Howard Gilman Foundation,1271.2000.a-f,Architecture,Architecture & Design,,Y,887,http://www.moma.org/collection/works/887,http://www.moma.org/media/W1siZiIsIjYyNzExIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=178a4551cb6cca06,,,,15.2,,,10.2,,
"Generator Project, White Oak, Florida, Overriding architectural perspectives",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80.,".a: Graphite and ink on paper mounted on board
.b: Graphite, crayon and ink on paper","Each: 8 x 10"" (20.3 x 25.4 cm)",Gift of The Howard Gilman Foundation,1272.2000.a-b,Architecture,Architecture & Design,,Y,888,http://www.moma.org/collection/works/888,http://www.moma.org/media/W1siZiIsIjIxMjAxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aeae61f06be2dc3e,,,,20.3,,,25.4,,
"Generator Project, White Oak, Florida, Trees natural and man-made; site totems",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,".a: graphite, ink and color ink on paper
.b: graphite, charcoal and color ink on paper
.c: graphite, ink and color ink, and crayon on paper
.d: graphite, ink and color ink on paper
.e: graphtie, ink and color ink on paper
.f: graphite, ink and color ink on paper
.g: graphite, ink and color ink, and crayon on paper
.h: crayon, graphite, and color ink on paper 
.i: graphite, crayon, ink and color ink on paper","Each: 13 x 5"" (33 x 12.7 cm)",Gift of The Howard Gilman Foundation,1273.2000.a-i,Architecture,Architecture & Design,,Y,889,http://www.moma.org/collection/works/889,http://www.moma.org/media/W1siZiIsIjYyNzEzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=3b99bba8668cc573,,,,33.0,,,12.7,,
"Generator Project, White Oak, Florida, Development of the ""Friendly Barrier Concept""",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1978-80,".a: Crayon, ink and ink stamp on electrostatic print
.b: Color ink, ink, and ink stamp on electrostatic print
.c: Crayon on cut self-adhesive labels on electrostatic print, with crayon and ink stamp
.d: Color ink and ink stamp on electrostatic print, mounted on board","Each: 8 1/2 x 11 3/4"" (21.6 x 29.9 cm)",Gift of The Howard Gilman Foundation,1274.2000.a-d,Architecture,Architecture & Design,,Y,890,http://www.moma.org/collection/works/890,http://www.moma.org/media/W1siZiIsIjYyNzE0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=296665e54c627f30,,,,21.6,,,29.9,,
